strHUC12RNG,strUC,intGapOrigin,intGapPres,intGapRepro,intGapSeas,Origin,Presence,Reproduction,Season
130201010301,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
120800010305,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110200070405,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110200120206,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110800010401,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130500031301,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111302080402,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
150801010506,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120602010702,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101110702,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130800020501,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102600090201,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
111302090102,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121001020204,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130700030401,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150200030602,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
150400050206,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110902010401,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
150400060106,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110400070305,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
121101080205,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101100307,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150501000503,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150702030705,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130500010901,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110200091603,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130202060201,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110200060207,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110800040504,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130500040102,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130700110204,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150400050810,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150501000204,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
101800090802,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
101800090805,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
101900030303,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
101900030801,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130700040701,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150200040601,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
102500080304,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130403030304,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110901040305,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130500031401,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150602020501,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
150502010303,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080402,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130800010405,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110200040102,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130100030502,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130202020101,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
150602020505,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
101900020304,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
101900020502,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
111001011207,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
111303030402,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
120701010610,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130500011203,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130500040305,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150701010503,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
102500020203,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110200130106,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
111201040604,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
121003020303,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130402020307,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111001030306,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
111001030504,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
101500020602,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130202050504,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130301010103,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110200110201,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
101900020807,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130600071405,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150803010402,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060101,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120500070603,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110200101707,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110300010207,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
111203030403,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
101500030501,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110200091801,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110200030204,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110200080305,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
111302070101,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
102500060203,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
111302020306,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110902020203,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
120601020905,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130201020103,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
150601010402,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150803010409,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102500130208,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130600070701,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120500040803,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150100040901,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130402110201,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111202010211,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
120602040406,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150400070410,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
102600030404,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
102600050203,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
120301080202,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130202110303,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110800040603,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130700070406,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102001010208,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130302010702,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150100041003,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
120902040508,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150601030308,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110200060907,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
102500100304,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110901010302,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
120500040806,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130302021204,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130700040201,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150502020401,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150200070203,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
150701010406,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130600011003,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110400070302,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130301010401,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130600110902,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150701030309,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
102500050309,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
102600010401,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
150502030407,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
101800090705,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110400050303,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110400080406,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
111302040301,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111302090208,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130600071006,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111303030703,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
120902040409,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120500040901,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110300010208,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
120500020301,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130402050204,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800030803,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120902060306,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150601040104,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
101800090303,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130301020101,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102500010803,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
120904010105,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150302030105,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
120500010407,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150602010801,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
121003030306,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101061202,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120902060209,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130202110401,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
101500030103,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
150601060302,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110800030303,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
120904010206,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130700071602,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150200080306,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
150503040508,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111202020108,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130600110905,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
140801060704,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
101800091003,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
101900140103,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110400080203,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110400080403,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
120800050206,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111301050101,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
120901040507,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150503010805,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111202020501,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
150701010701,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
102500020902,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
150400050303,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150701020208,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110500020414,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
111203040105,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110400010802,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110400060204,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130201020207,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
101900160706,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
120901040502,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130202080503,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120902050307,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130201020402,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110800060604,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
111002020206,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
120602040103,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150400060806,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150503010106,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150503010807,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130600011203,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
140801060702,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
111001040204,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
101900130408,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110901040402,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130600010103,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150400010202,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150701030202,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
150803020203,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150502020906,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111001040503,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
120902010307,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
101900130201,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
101900180501,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
111203020213,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130202100503,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111302030403,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
102500050306,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
120902030204,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121002010204,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130202040904,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130500031105,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150200010208,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110400050204,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110800010201,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130700072001,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110200110501,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110800080302,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130500030201,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150503040501,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130201010302,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130600090101,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150400010701,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120500030302,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130500031402,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130700080604,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150200080301,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
150302030203,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130600090407,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150503010501,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102500100203,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
111003010102,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
150502020405,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110600020403,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
111202010201,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
150501000706,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120702040107,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130202070804,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
150602020602,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110800030404,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110901020305,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
121004060307,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
101500031105,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
121002010104,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150702020102,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
120903010707,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110500010504,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130402070401,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110200101402,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
120800060703,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130500042307,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150503050205,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800021003,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130500010804,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121003020402,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130800010304,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110200101101,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
111302040203,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
120800040406,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130100050408,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110800060502,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
111201050203,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
111301040501,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130600030205,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130700060402,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150400020402,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110200011106,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
111303020309,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
111201040502,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
150601030702,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
102600050104,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110200100104,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110400010907,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
111303020704,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
150702030205,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
102500031503,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110300010302,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130600030504,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150701040605,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
150701040707,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
102100020103,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
120800080304,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110800070608,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
150501000403,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110300060101,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
120902040207,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110200050801,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110400011004,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
150601050403,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
102500060608,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110400070203,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130700071402,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110901060807,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
101900170103,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110901010201,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110200130303,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
120902040705,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
140801030203,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
102600010107,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
150801010901,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121102050705,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110200070207,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
150503030505,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130700120407,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150602010710,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
102600030303,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
102600050103,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
120601040205,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150400050906,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130202050402,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130202110704,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150200020603,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
150503010504,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111301010502,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
120701010606,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110400020704,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
120800080409,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110200010906,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
110901050708,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
150503010104,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130700040105,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
101900110303,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
121002030408,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111001011001,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
111203030504,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130202070601,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130600080205,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150200060306,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
101800130301,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
111002010105,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
111002010601,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130600071306,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130202030405,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
101900020703,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
120901020205,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130202020404,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
130403030403,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
130403010209,bCASPx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
150100041105,bCASPx,1,1,1,4,Native,Known/extant,Breeding,Summer
